source,target
s67570,s107973
s84331,s67572
s67572,s67573
s67572,s84332
s107973,s67573
s67573,s67576
s67573,s107974
s84332,s67576
s67576,s67578
s107974,s107975
s107975,s67579
s67578,s84333
s67578,s67579
s84333,s84334
s67579,s67582
s84334,s67584
s67582,s67584
s67582,s107976
s67584,s67586
s107976,s107977
s67586,s84335
s67586,s67587
s107977,s67587
s84335,s67590
s67587,s67590
s67587,s107978
s67590,s84336
s67590,s67591
s107978,s67591
s84336,s67593
s67591,s67593
s67591,s107979
s67593,s67594
s67593,s84337
s107979,s67594
s67594,s67596
s84337,s84338
s84338,s84339
s67596,s67599
s67599,s67601
s67599,s107980
s84339,s67601
s67601,s67602
s67601,s84340
s107980,s67602
s67602,s67604
s84340,s84341
s67604,s67606
s84341,s67607
s67607,s84342
s67606,s67608
s84342,s84343
s67608,s67610
s67610,s67612
s84343,s84344
s67612,s67614
s84344,s84345
s84345,s84346
s67614,s67616
s84346,s84347
s67616,s67618
s84347,s84348
s67618,s67620
s84348,s67622
s67620,s67623
s67620,s67622
s67623,s67624
s67622,s67627
s67622,s67624
s67627,s67625
s67624,s67626
s67624,s67625
s67626,s67628
s67625,s84350
s67625,s67628
s84350,s67629
s67628,s67629
s67628,s107981
s67629,s67630
s107981,s67633
s67630,s67631
s67630,s84351
s67633,s67631
s67631,s67634
s84351,s84352
s84352,s84353
s67634,s67635
s67635,s107993
s67635,s67637
s84353,s67637
s107993,s67638
s67637,s67638
s67637,s84376
s67638,s107994
s67638,s67639
s84376,s67639
s107994,s107995
s67639,s67641
s107995,s107996
s67641,s67643
s107996,s67645
s67643,s67645
s67643,s67646
s67645,s67647
s67646,s67648
s67648,s84377
s67647,s67649
s67649,s67651
s84377,s84378
s84378,s84379
s67651,s67653
s67653,s67658
s67653,s67655
s84379,s67658
s67658,s84381
s67658,s67659
s67655,s67659
s84381,s84382
s67659,s67661
s67661,s67662
s84382,s84383
s84383,s84384
s67662,s67664
s67664,s67666
s84384,s84385
s84385,s84386
s67666,s67668
s84386,s84387
s67668,s67670
s84387,s84388
s67670,s67672
s84388,s84389
s67672,s67674
s84389,s67677
s67674,s67676
s67676,s67678
s67677,s67679
s67678,s67680
s67679,s84390
s67680,s67682
s84390,s84391
s84391,s84392
s67682,s67684
s67684,s67686
s84392,s84393
s84393,s84394
s67686,s67688
s84394,s67691
s67688,s67690
s67691,s67692
s67690,s67693
s67690,s67692
s67693,s108502
s67692,s67694
s108502,s108503
s67694,s67696
s108503,s67699
s67696,s67698
s67699,s108504
s67698,s67700
s67700,s67701
s108504,s67702
s67702,s108505
s67701,s67703
s108505,s108506
s67703,s67705
s108506,s67707
s67705,s67706
s67707,s67709
s67706,s67708
s67709,s108507
s67708,s67710
s108507,s108508
s67710,s67711
s67711,s67712
s108508,s108509
s108509,s108510
s67712,s67714
s67714,s67715
s108510,s67716
s67716,s108511
s67715,s67717
s108511,s108512
s67717,s67718
s67718,s67719
s108512,s108513
s67719,s67720
s108513,s108514
s67720,s67722
s108514,s108515
s108515,s67724
s67722,s67723
s67724,s67726
s67723,s67725
s67725,s67727
s67726,s108516
s108516,s67729
s67727,s67728
s67729,s67731
s67728,s67730
s67731,s67733
s67730,s67732
s67733,s67735
s67732,s67734
s67734,s67736
s67735,s67737
s67736,s67738
s67737,s67739
s67739,s67741
s67738,s67740
s67741,s108517
s67740,s67742
s108517,s108518
s67742,s67743
s108518,s108519
s67743,s67745
s108519,s108520
s67745,s67747
s108520,s108521
s67747,s67749
s108521,s108522
s67749,s67751
s67751,s67752
s108522,s108523
s67752,s67753
s108523,s108524
s67753,s67754
s108524,s67755
s67754,s67756
s67755,s67757
s67756,s67758
s67757,s67759
s67759,s108525
s67758,s67760
s67760,s67762
s108525,s67763
s67762,s67764
s67763,s108526
s67764,s67765
s108526,s67766
s67766,s108527
s67765,s67767
s67767,s67768
s108527,s108528
s108528,s108529
s67768,s67769
s67769,s67770
s108529,s67771
s67770,s67772
s67771,s108530
s108530,s108531
s67772,s67774
s67774,s67776
s108531,s108532
s67776,s67778
s108532,s108533
s108533,s67780
s67778,s67779
s67779,s67781
s67780,s67782
s67782,s108534
s67781,s67783
s67783,s67784
s108534,s67785
s67785,s108535
s67784,s67786
s67786,s67788
s108535,s108536
s67788,s67789
s108536,s108537
s67789,s67790
s108537,s108538
s108538,s67792
s67790,s67791
s67791,s67793
s67792,s108539
s108539,s108540
s67793,s67794
s67794,s67795
s108540,s67796
s67795,s67797
s67796,s67798
s67798,s108541
s67797,s67799
s108541,s67803
s67799,s67800
s67800,s67802
s67800,s67801
s67803,s67801
s67802,s67804
s67801,s67804
s67801,s67805
s67804,s67806
s67805,s108542
s108542,s108543
s67806,s67807
s108543,s108544
s67807,s67809
s108544,s108545
s67809,s67810
s67810,s67812
s108545,s108546
s108546,s108547
s67812,s67813
s108547,s108548
s67813,s67815
s67815,s67817
s108548,s67818
s67818,s108549
s67817,s67819
s108549,s108550
s67819,s67820
s108550,s108551
s67820,s67822
s67822,s67823
s108551,s108552
s108552,s108553
s67823,s67825
s67825,s67827
s108553,s67828
s67827,s67829
s67828,s108554
s67829,s67831
s67829,s67830
s108554,s67830
s67831,s67832
s67830,s108555
s67830,s67832
s108555,s108556
s67832,s67834
s67834,s67835
s108556,s108557
s108557,s67838
s67835,s67837
s67837,s67839
s67838,s108558
s67839,s67841
s67839,s67840
s108558,s67840
s67841,s67843
s67840,s67843
s67840,s108559
s67843,s67846
s67843,s67841
s108559,s67846
s67846,s67847
s67841,s101206
s67847,s67848
s101206,s101205
s67848,s67850
s67848,s67851
s101205,s101204
s67850,s67853
s67851,s108560
s101204,s101203
s67853,s67856
s108560,s67856
s101203,s101202
s67856,s108561
s67856,s67857
s101202,s67857
s108561,s67862
s67857,s67861
s67857,s101201
s67861,s67865
s67862,s67865
s101201,s101200
s67865,s67867
s101200,s101198
s67867,s108562
s67867,s67866
s101198,s67869
s108562,s67872
s67869,s67871
s67866,s67871
s67872,s67875
s67871,s67875
s67871,s101197
s67875,s67877
s101197,s101196
s67877,s67879
s101196,s67876
s67879,s67881
s67879,s86937
s67876,s101195
s67881,s67884
s67881,s108563
s86937,s67884
s101195,s67884
s67884,s86938
s67884,s67886
s67884,s101194
s108563,s67886
s86938,s67889
s67886,s67889
s101194,s101193
s67889,s108565
s67889,s67890
s101193,s101192
s108565,s108379
s67890,s67891
s101192,s67891
s108379,s108380
s67891,s67893
s67893,s67894
s67893,s67895
s108380,s67894
s67894,s67896
s67894,s108381
s67895,s67896
s67896,s67898
s108381,s67899
s67898,s67900
s67899,s108382
s108382,s67902
s67900,s67901
s67902,s67903
s67901,s67904
s67901,s67903
s67904,s67906
s67903,s67905
s67905,s67907
s67906,s67908
s67908,s86648
s67907,s67909
s86648,s86649
s67909,s67910
s86649,s67912
s67910,s67913
s67910,s67912
s67913,s95595
s67912,s67914
s67914,s67915
s67914,s108383
s95595,s67915
s67915,s67918
s67915,s67917
s108383,s67917
s67918,s67919
s67917,s67919
s67917,s108384
s67919,s67920
s108384,s108385
s67920,s67921
s108385,s67922
s67922,s67923
s67921,s67923
s67921,s86650
s67923,s67924
s86650,s86651
s86651,s67925
s67924,s67925
s67924,s101101
s67925,s67927
s101101,s101102
s67927,s67929
s67927,s108386
s101102,s67929
s67929,s67930
s67929,s95596
s108386,s67930
s67930,s67931
s95596,s95597
s67931,s67933
s67931,s67932
s95597,s67932
s67933,s67934
s67932,s67934
s67932,s108387
s67934,s67935
s108387,s67936
s67935,s67937
s67935,s86652
s67936,s67937
s67937,s67938
s86652,s86653
s86653,s67940
s67938,s67941
s67938,s67940
s67941,s67942
s67940,s67942
s67940,s108388
s67942,s67943
s108388,s108389
s67943,s67944
s67943,s101103
s108389,s67944
s67944,s67946
s101103,s101104
s67946,s86654
s67946,s67947
s101104,s67947
s86654,s67950
s67947,s67949
s67950,s67951
s67949,s67951
s67949,s67952
s67951,s67953
s67951,s86655
s67952,s67953
s67953,s67954
s86655,s86656
s67954,s67955
s67954,s67957
s86656,s67955
s67955,s95598
s67955,s67958
s67957,s67958
s95598,s67960
s67958,s86657
s67958,s67960
s86657,s67963
s67960,s67964
s67960,s67963
s67964,s67965
s67963,s67965
s67963,s86659
s67965,s67967
s67965,s101105
s86659,s67967
s67967,s86660
s67967,s67969
s101105,s67969
s86660,s67971
s67969,s67971
s67969,s67972
s67971,s67975
s67971,s67974
s67972,s67974
s67975,s67976
s67974,s67976
s67974,s101106
s67976,s67978
s67976,s95600
s101106,s67978
s67978,s67979
s95600,s95601
s67979,s67980
s95601,s95602
s95602,s95603
s67980,s67982
s95603,s67984
s67982,s101107
s67982,s67984
s101107,s67986
s67984,s67987
s67984,s67986
s67987,s67988
s67986,s67988
s67986,s95604
s67988,s67990
s67988,s86661
s95604,s67990
s67990,s67991
s86661,s86662
s67991,s67992
s86662,s86663
s86663,s67993
s67992,s67994
s67992,s67993
s67994,s67995
s67993,s67995
s67993,s95605
s67995,s67997
s95605,s68000
s67997,s101108
s67997,s67998
s68000,s67998
s101108,s68002
s67998,s95606
s67998,s68002
s95606,s68004
s68002,s86664
s68002,s68004
s86664,s68007
s68004,s68006
s68007,s86665
s68006,s68008
s68008,s68009
s68008,s68010
s86665,s68009
s68009,s86666
s68009,s68011
s68010,s68011
s86666,s68012
s68011,s68013
s68011,s68012
s68013,s68014
s68012,s95607
s68012,s68014
s95607,s68016
s68014,s68017
s68014,s68016
s68017,s101109
s68016,s68018
s68018,s68019
s68018,s68020
s101109,s68019
s68019,s68021
s68019,s68022
s68020,s68021
s68021,s68023
s68021,s68027
s68022,s68023
s68023,s86668
s68023,s68024
s68027,s68024
s86668,s68025
s68024,s86667
s68024,s68025
s86667,s68028
s68025,s68028
s68025,s108390
s68028,s68029
s108390,s108391
s68029,s101110
s68029,s68030
s108391,s68030
s101110,s68031
s68030,s68031
s68030,s68032
s68031,s95608
s68031,s68033
s68032,s108392
s95608,s68035
s108392,s68035
s68033,s68036
s68033,s68035
s68036,s68037
s68035,s108393
s68035,s68037
s108393,s68038
s68037,s68038
s68037,s68041
s68038,s95609
s68038,s68039
s68041,s68039
s95609,s68043
s68039,s68042
s68042,s86669
s68042,s68044
s68043,s68044
s86669,s68046
s68044,s101111
s68044,s68046
s101111,s68048
s68046,s68047
s68048,s68049
s68047,s68049
s68047,s95610
s68049,s68052
s68049,s68051
s95610,s68051
s68052,s68053
s68051,s68054
s68051,s68053
s68054,s68055
s68053,s86672
s68053,s68055
s86672,s86673
s68055,s68056
s68056,s68058
s68056,s68059
s86673,s68058
s68058,s68060
s68059,s101112
s68060,s108395
s68060,s68062
s101112,s68062
s108395,s68063
s68062,s95611
s68062,s68063
s95611,s68064
s68063,s68065
s68063,s68064
s68065,s68066
s68064,s68066
s68064,s101113
s68066,s68068
s101113,s68070
s68068,s95612
s68068,s68069
s68070,s68069
s95612,s68072
s68069,s68071
s68071,s68073
s68071,s101114
s68072,s68073
s68073,s68074
s68073,s95613
s101114,s68074
s68074,s68076
s95613,s68077
s68076,s68079
s68076,s68078
s68077,s68078
s68079,s68081
s68078,s68080
s68080,s86674
s68080,s68082
s68081,s68082
s86674,s68084
s68082,s68084
s68082,s101115
s68084,s68086
s68084,s68087
s101115,s68086
s68086,s68088
s68087,s108396
s68088,s68089
s108396,s108397
s108397,s68090
s68089,s68090
s68089,s86675
s68090,s68091
s68090,s68092
s86675,s68091
s68091,s68093
s68092,s108398
s68093,s68094
s108398,s108399
s68094,s68095
s68094,s68096
s108399,s68095
s68095,s68097
s68095,s95614
s68096,s68097
s68097,s68098
s95614,s68099
s68099,s95615
s68098,s68100
s68100,s86676
s68100,s68101
s95615,s68101
s86676,s86677
s68101,s68102
s86677,s68104
s68102,s68104
s68102,s108400
s68104,s68105
s108400,s68106
s68105,s68107
s68105,s101116
s68106,s68107
s68107,s108401
s68107,s68109
s101116,s68109
s108401,s108402
s68109,s68110
s108402,s68111
s68110,s68111
s68110,s86678
s68111,s68113
s86678,s86679
s68113,s68115
s68113,s101117
s86679,s68115
s68115,s68117
s68115,s68116
s101117,s68116
s68117,s68118
s68116,s68119
s68116,s68118
s68119,s68120
s68118,s68120
s68118,s95616
s68120,s68121
s95616,s95617
s95617,s95618
s68121,s68123
s95618,s68124
s68123,s101118
s68123,s68124
s101118,s68126
s68124,s68127
s68124,s68126
s68127,s86680
s68126,s68128
s68128,s68130
s86680,s86681
s86681,s68131
s68130,s68131
s68130,s101119
s68131,s68132
s101119,s68133
s68132,s68134
s68132,s95619
s68133,s68134
s68134,s68136
s68134,s68135
s95619,s68135
s68136,s86682
s68135,s68137
s68137,s68138
s86682,s86683
s68138,s68141
s68138,s68140
s86683,s68140
s68141,s68142
s68140,s68142
s68140,s68143
s68142,s108403
s68142,s68144
s68143,s68144
s108403,s68145
s68144,s68145
s68144,s86684
s68145,s68147
s86684,s86685
s68147,s108404
s68147,s68149
s86685,s68149
s108404,s68151
s68149,s68150
s68150,s68152
s68150,s86686
s68151,s68152
s68152,s68153
s68152,s108405
s86686,s68153
s68153,s68155
s68153,s86687
s108405,s68155
s68155,s108406
s68155,s68156
s86687,s68156
s108406,s68158
s68156,s68159
s68156,s68158
s68159,s68160
s68158,s68161
s68158,s68160
s68161,s68162
s68160,s68162
s68160,s108407
s68162,s86688
s68162,s68164
s108407,s68164
s86688,s68165
s68164,s68165
s68164,s68166
s68165,s68167
s68166,s101120
s68167,s68168
s101120,s68169
s68168,s86689
s68168,s68172
s68169,s68172
s86689,s86690
s68172,s68173
s86690,s86691
s68173,s68175
s68175,s68177
s68175,s68178
s86691,s68177
s68177,s68179
s68177,s108408
s68178,s68179
s68179,s86692
s68179,s68180
s108408,s68180
s86692,s68183
s68180,s68182
s68183,s68185
s68182,s68184
s68185,s68187
s68184,s68186
s68187,s68188
s68186,s95620
s68186,s68188
s95620,s95621
s68188,s68189
s68189,s68190
s68189,s68191
s95621,s68190
s68190,s68193
s68190,s68192
s68191,s68192
s68193,s86693
s68192,s68194
s68194,s108409
s68194,s68196
s86693,s68196
s108409,s68197
s68196,s68197
s68196,s68198
s68197,s68199
s68197,s68200
s68198,s68199
s68199,s68202
s68199,s68201
s68200,s68201
s68202,s68203
s68201,s68204
s68201,s68203
s68204,s68205
s68203,s95622
s68203,s68205
s95622,s68207
s68205,s68206
s68207,s95623
s68206,s68208
s95623,s68209
s68208,s68209
s68208,s108410
s68209,s86694
s68209,s68211
s108410,s68211
s86694,s86695
s68211,s68213
s68213,s68214
s86695,s86696
s68214,s68215
s68214,s108411
s86696,s68215
s68215,s68216
s68215,s86697
s108411,s68216
s68216,s95624
s68216,s68217
s86697,s68217
s95624,s68218
s68217,s68218
s68217,s86698
s68218,s68220
s68218,s68221
s86698,s68220
s68220,s68222
s68220,s68223
s68221,s68222
s68222,s68224
s68222,s68225
s68223,s68224
s68224,s68226
s68224,s108412
s68225,s68226
s68226,s68229
s68226,s68228
s108412,s68228
s68229,s101121
s68228,s68230
s101121,s68232
s68230,s68232
s68230,s108413
s68232,s68233
s68232,s68234
s108413,s68233
s68233,s68235
s68233,s68236
s68234,s68235
s68235,s68237
s68235,s95625
s68236,s68237
s68237,s86699
s68237,s68239
s95625,s68239
s86699,s68240
s68239,s68241
s68239,s68240
s68241,s68242
s68240,s68242
s68240,s68243
s68242,s68244
s68242,s86700
s68243,s68244
s68244,s68245
s68244,s108414
s86700,s68245
s68245,s101122
s68245,s68246
s108414,s68246
s101122,s68247
s68246,s68247
s68246,s68248
s68247,s86701
s68247,s68249
s68248,s68249
s86701,s86702
s68249,s68251
s86702,s68252
s68251,s68252
s68251,s68253
s68252,s68254
s68252,s68255
s68253,s68254
s68254,s68256
s68254,s68257
s68255,s68256
s68256,s68258
s68256,s68259
s68257,s68258
s68258,s68261
s68258,s68260
s68259,s68260
s68261,s68262
s68260,s86703
s68260,s68262
s86703,s68264
s68262,s68263
s68263,s68265
s68263,s108415
s68264,s68265
s68265,s68267
s68265,s68266
s108415,s68266
s68267,s68268
s68266,s68268
s68266,s68269
s68268,s68271
s68268,s68270
s68269,s68270
s68271,s68272
s68270,s68273
s68270,s68272
s68273,s68274
s68272,s68274
s68272,s86704
s68274,s68277
s68274,s68276
s86704,s68276
s68277,s68278
s68276,s68278
s68276,s86706
s68278,s68279
s86706,s86707
s86707,s68282
s68279,s68281
s68282,s68283
s68281,s68284
s68281,s68283
s68284,s95627
s68283,s68285
s68285,s86708
s68285,s68287
s95627,s68287
s86708,s68290
s68287,s68290
s68287,s95629
s68290,s68292
s68290,s101123
s95629,s68292
s68292,s68293
s68292,s86709
s101123,s68293
s68293,s95630
s68293,s68294
s86709,s68294
s95630,s95631
s68294,s68298
s68298,s101124
s68298,s68300
s95631,s68300
s101124,s68301
s68300,s95632
s68300,s68301
s95632,s68304
s68301,s68304
s68301,s101125
s68304,s68305
s68304,s95633
s101125,s68305
s68305,s68307
s68305,s86710
s95633,s68307
s68307,s68309
s86710,s86711
s68309,s95634
s68309,s68310
s86711,s68310
s95634,s95635
s68310,s68312
s68312,s68313
s68312,s68314
s95635,s68313
s68313,s68315
s68314,s86712
s68315,s68316
s68315,s68317
s86712,s68316
s68316,s68319
s68316,s68318
s68317,s68318
s68319,s86713
s68318,s68320
s86713,s68321
s68320,s108416
s68320,s68321
s108416,s68322
s68321,s68322
s68321,s68323
s68322,s68324
s68323,s95636
s68324,s86714
s68324,s68326
s95636,s68326
s86714,s68328
s68326,s68329
s68326,s68328
s68329,s68330
s68328,s101126
s68328,s68330
s101126,s68331
s68330,s86715
s68330,s68331
s86715,s68332
s68331,s68332
s68331,s101127
s68332,s68334
s101127,s101128
s68334,s86716
s68334,s68335
s101128,s68335
s86716,s86717
s68335,s68338
s68338,s68339
s86717,s68340
s68340,s68341
s68339,s108417
s68339,s68341
s108417,s108418
s68341,s68342
s68342,s101129
s68342,s68343
s108418,s68343
s101129,s101130
s68343,s68344
s68344,s68346
s68344,s68345
s101130,s68345
s68346,s68347
s68345,s68348
s68345,s68347
s68348,s86718
s68347,s68349
s86718,s68350
s68349,s68350
s68349,s108419
s68350,s86719
s68350,s68352
s108419,s68352
s86719,s86722
s68352,s68353
s68353,s101131
s68353,s68354
s86722,s68354
s101131,s68356
s68354,s68356
s68354,s108421
s68356,s95637
s68356,s68358
s108421,s68358
s95637,s68359
s68358,s68359
s68358,s68360
s68359,s68361
s68360,s68362
s68361,s68363
s68362,s68364
s68364,s101132
s68363,s68365
s101132,s68366
s68365,s68366
s68365,s108422
s68366,s68368
s68366,s86723
s108422,s108423
s108423,s108425
s68368,s68370
s86723,s68370
s108425,s68371
s68370,s68372
s68370,s68371
s68372,s68374
s68371,s68373
s68373,s68375
s68374,s101133
s101133,s101134
s68375,s68376
s68376,s68377
s101134,s101135
s101135,s101136
s68377,s68379
s68379,s68380
s101136,s101137
s68380,s68381
s68380,s86727
s101137,s68381
s68381,s108426
s68381,s68383
s86727,s68383
s108426,s68385
s68383,s68385
s68383,s86728
s68385,s68387
s68385,s68386
s86728,s68386
s68387,s68388
s68386,s68389
s68386,s68388
s68389,s68391
s68388,s68390
s68391,s68392
s68390,s68392
s68390,s101138
s68392,s68393
s68392,s68394
s101138,s68393
s68393,s68395
s68393,s101139
s68394,s68395
s68395,s68397
s101139,s101140
s68397,s68399
s101140,s101141
s101141,s68401
s68399,s68401
s68399,s108427
s68401,s95638
s68401,s68402
s108427,s68402
s95638,s68404
s68402,s86729
s68402,s68404
s86729,s86730
s68404,s68406
s86730,s86731
s68406,s68407
s86731,s86732
s68407,s68408
s86732,s86733
s68408,s68409
s68409,s68410
s86733,s86734
s68410,s68411
s68410,s68414
s86734,s68411
s68411,s68412
s68411,s86735
s68414,s68412
s68412,s68415
s68412,s68416
s86735,s68415
s68415,s86736
s68415,s68417
s68416,s68417
s86736,s68418
s68417,s68418
s68417,s68419
s68418,s95639
s68418,s68420
s68419,s68420
s95639,s95640
s68420,s68421
s68421,s68422
s68421,s108428
s95640,s68422
s68422,s68424
s68422,s95641
s108428,s68424
s68424,s68425
s68424,s108429
s95641,s68425
s68425,s68427
s68425,s95642
s108429,s68427
s68427,s68429
s68427,s108430
s95642,s68429
s68429,s68431
s68429,s68434
s108430,s68431
s68431,s68432
s68431,s95643
s68434,s68432
s68432,s86737
s68432,s68435
s95643,s68435
s86737,s68436
s68435,s68436
s68435,s95644
s68436,s68438
s95644,s95645
s95645,s68442
s68438,s68439
s68442,s68440
s68439,s86738
s68439,s68440
s86738,s68444
s68440,s68443
s68443,s68445
s68443,s108431
s68443,s95646
s68444,s68446
s68445,s68447
s68446,s68448
s108431,s68447
s95646,s68447
s68447,s68449
s68448,s86739
s86739,s68450
s68449,s68450
s68449,s108432
s68449,s95647
s68450,s68452
s108432,s68452
s95647,s95649
s95649,s68453
s68452,s108433
s68452,s68453
s108433,s68454
s68453,s68454
s68453,s86740
s68454,s68456
s86740,s68457
s68457,s68458
s68456,s68458
s68456,s68459
s68458,s101142
s68458,s68460
s68459,s68460
s101142,s68461
s68460,s86741
s68460,s68461
s86741,s68462
s68461,s95650
s68461,s68462
s95650,s68463
s68462,s68463
s68462,s68464
s68463,s68465
s68463,s95651
s68464,s68465
s68465,s68466
s68465,s68467
s95651,s68466
s68466,s68468
s68466,s68469
s68467,s68468
s68468,s86742
s68468,s68470
s68469,s68470
s86742,s86743
s68470,s68471
s86743,s68473
s68471,s68474
s68471,s68473
s68474,s68475
s68473,s101143
s68473,s68475
s101143,s68476
s68475,s68476
s68475,s68477
s68476,s95652
s68476,s68479
s68477,s68479
s95652,s68481
s68479,s68481
s68479,s68486
s68481,s101144
s68481,s68482
s68486,s68482
s101144,s101145
s68482,s68484
s101145,s68487
s68484,s68487
s68484,s108434
s68487,s68489
s68487,s86744
s108434,s68489
s68489,s95653
s68489,s68491
s86744,s68491
s95653,s68492
s68491,s68492
s68491,s86745
s68492,s68494
s68492,s68493
s86745,s68493
s68494,s68495
s68493,s68495
s68493,s68496
s68495,s68497
s68495,s68498
s68496,s68497
s68497,s68499
s68497,s68500
s68498,s68499
s68499,s68502
s68499,s68501
s68500,s68501
s68502,s68504
s68501,s68503
s68504,s68505
s68503,s68505
s68503,s108435
s68505,s68507
s68505,s68506
s108435,s68506
s68507,s68509
s68506,s68509
s68506,s86746
s68509,s95654
s68509,s68511
s86746,s68511
s95654,s68512
s68511,s68512
s68511,s86747
s68512,s95655
s68512,s68514
s86747,s68514
s95655,s68516
s68514,s68517
s68514,s68516
s68517,s68518
s68516,s108437
s68516,s68518
s108437,s68519
s68518,s95658
s68518,s68519
s95658,s68520
s68519,s68521
s68519,s68520
s68521,s86748
s68520,s68522
s68522,s68523
s86748,s68524
s68523,s68525
s68523,s101146
s68524,s68525
s68525,s68526
s68525,s108438
s101146,s68526
s68526,s68529
s68526,s68528
s108438,s68528
s68529,s68530
s68528,s68530
s68528,s86749
s68530,s68532
s68530,s68533
s86749,s68532
s68532,s86750
s68532,s68534
s68533,s68534
s86750,s68536
s68534,s68536
s68534,s95659
s68536,s101148
s68536,s68537
s68536,s101147
s95659,s68537
s101148,s68538
s68537,s86751
s68537,s68538
s101147,s68538
s86751,s95660
s68538,s68541
s68538,s95660
s68541,s68542
s95660,s68542
s95660,s68546
s68542,s86752
s68542,s68543
s68546,s68543
s86752,s86753
s68543,s68545
s68545,s101150
s68545,s68547
s86753,s68547
s101150,s68548
s68547,s68548
s68547,s95661
s68548,s68551
s68548,s68550
s95661,s68550
s68551,s68552
s68550,s68552
s68550,s68553
s68552,s68555
s68552,s68554
s68553,s68554
s68555,s68556
s68554,s68556
s68554,s68559
s68556,s68557
s68556,s68558
s68559,s68557
s68557,s68560
s68557,s95662
s68558,s68560
s68560,s68561
s68560,s68562
s95662,s68561
s68561,s68563
s68561,s86754
s68562,s68563
s68563,s101152
s68563,s68564
s86754,s68564
s101152,s68566
s68564,s95677
s68564,s68566
s95677,s68568
s68566,s68568
s68566,s86755
s68568,s68570
s86755,s68571
s68570,s68572
s68570,s68573
s68571,s68572
s68572,s68575
s68572,s68574
s68573,s68574
s68575,s68576
s68574,s68576
s68574,s95678
s68576,s86756
s68576,s68578
s95678,s68578
s86756,s68580
s68578,s68580
s68578,s101153
s68580,s95679
s68580,s68581
s101153,s68581
s95679,s68582
s68581,s68582
s68581,s86757
s68582,s68584
s68582,s95680
s86757,s68584
s68584,s68585
s68584,s101154
s95680,s68585
s68585,s68586
s101154,s68587
s68587,s68589
s68586,s68588
s68588,s68590
s68589,s68591
s68591,s68593
s68590,s68592
s68592,s68594
s68592,s68595
s68593,s68594
s68594,s68596
s68595,s95681
s68596,s86758
s68596,s68597
s95681,s68597
s86758,s86759
s68597,s68599
s86759,s68600
s68599,s68601
s68599,s68600
s68601,s68603
s68600,s68602
s68603,s68604
s68602,s95682
s68602,s68604
s95682,s68606
s68604,s68606
s68604,s86760
s68606,s68607
s68606,s95683
s86760,s68607
s68607,s68611
s68607,s68610
s95683,s68610
s68611,s68612
s68610,s68612
s68610,s95684
s68612,s68613
s68612,s108441
s95684,s68613
s68613,s68615
s68613,s68624
s108441,s68615
s68615,s95685
s68615,s68616
s68624,s68616
s95685,s68617
s68616,s68618
s68616,s68617
s68618,s108442
s68617,s68619
s108442,s108443
s68619,s68621
s108443,s108444
s68621,s68623
s108444,s68626
s68623,s86763
s68623,s68626
s86763,s68627
s68626,s95686
s68626,s68627
s95686,s68628
s68627,s108445
s68627,s68628
s108445,s68630
s68628,s68630
s68628,s101155
s68630,s68631
s101155,s68632
s68632,s68633
s68631,s68633
s68631,s68634
s68633,s68635
s68634,s68636
s68636,s68637
s68635,s68637
s68635,s68638
s68637,s68639
s68638,s68640
s68639,s68641
s68639,s108446
s68640,s68641
s68641,s68643
s68641,s68642
s108446,s68642
s68643,s68645
s68642,s68644
s68644,s68647
s68644,s68646
s68645,s68646
s68647,s68648
s68646,s68649
s68646,s68648
s68649,s95687
s68648,s68650
s68650,s68652
s95687,s95688
s95688,s95689
s68652,s68653
s68653,s68655
s68653,s108447
s95689,s68655
s68655,s68657
s68655,s68658
s108447,s68657
s68657,s68659
s68657,s108448
s68658,s68659
s68659,s68660
s108448,s108449
s68660,s68661
s108449,s108450
s68661,s68662
s108450,s108451
s108451,s108452
s68662,s68663
s108452,s68664
s68663,s68664
s68663,s86765
s68664,s68666
s86765,s86766
s68666,s68667
s68666,s108453
s86766,s68667
s68667,s86767
s68667,s68668
s108453,s68668
s86767,s86768
s68668,s68669
s86768,s68670
s68669,s95691
s68669,s68670
s95691,s68672
s68670,s68672
s68670,s86769
s68672,s68675
s86769,s86771
s86771,s68677
s68675,s68678
s68675,s68677
s68678,s68679
s68677,s86772
s68677,s68679
s86772,s68681
s68679,s68681
s68679,s108454
s68681,s68682
s68681,s86773
s108454,s68682
s68682,s68683
s68682,s68711
s86773,s68683
s68683,s68684
s68683,s108455
s68711,s68684
s68684,s68686
s68684,s86774
s108455,s68686
s68686,s108456
s68686,s68688
s86774,s68688
s108456,s68689
s68688,s68689
s68688,s86775
s68689,s68691
s86775,s86776
s68691,s68694
s86776,s86778
s86778,s86779
s68694,s68696
s68696,s68697
s68696,s108457
s86779,s68697
s68697,s68698
s108457,s108458
s108458,s68699
s68698,s86780
s68698,s68699
s86780,s86781
s68699,s68701
s68701,s108459
s68701,s68703
s86781,s68703
s108459,s68704
s68703,s86782
s68703,s68704
s86782,s68705
s68704,s68705
s68704,s95694
s68705,s86784
s68705,s68707
s95694,s68707
s86784,s86785
s68707,s68708
s86785,s86786
s68708,s108460
s68708,s68710
s86786,s68713
s108460,s68712
s68710,s68712
s68712,s68714
s68712,s68715
s68713,s68714
s68714,s68716
s68715,s101156
s68716,s68718
s68716,s68717
s101156,s68717
s68718,s86787
s68717,s68719
s68719,s68720
s86787,s86788
s86788,s68721
s68720,s68722
